GeneID,Symbol,Description,dirsign,BCC count,BCC proportion,SCC count,SCC proportion,Proportion_Test Rank,HG_Test Rank,StudentT Rank,Minimal Rank
25778,DSTYK,dual serine/threonine and tyrosine protein kinase,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4529.0,4529.0
9911,TMCC2,transmembrane and coiled-coil domain family 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7267.0,7267.0
101929459,TMCC2-AS1,TMCC2 antisense RNA 1,UP,5.0,0.2,1.0,0.1,5797.0,5607.0,18812.0,5607.0
81788,NUAK2,NUAK family kinase 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7574.0,7574.0
55220,KLHDC8A,kelch domain containing 8A,UP,21.0,0.84,4.0,0.4,1202.0,1071.0,10093.0,1071.0
284576,LEMD1-AS1,LEMD1 antisense RNA 1,UP,9.0,0.36,3.0,0.3,7664.0,6758.0,21936.0,6758.0
93273,LEMD1,LEM domain containing 1,DOWN,15.0,0.6,10.0,1.0,1380.0,1225.0,11797.0,1225.0
101669762,BLACAT1,BLACAT1 overlapping LEMD1 locus,DOWN,23.0,0.92,10.0,1.0,5510.0,6275.0,9545.0,5510.0
442891,MIR135B,microRNA 135b,DOWN,1.0,0.04,1.0,0.1,5896.0,5972.0,19478.0,5896.0
284577,LEMD1-DT,LEMD1 divergent transcript,UP,7.0,0.28,0.0,0.0,2299.0,1963.0,14527.0,1963.0
100189098,TRK-TTT8-1,tRNA-Lys (TTT) 8-1,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
5129,CDK18,cyclin dependent kinase 18,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11135.0,8415.0
284578,MFSD4A-AS1,MFSD4A antisense RNA 1,UP,22.0,0.88,6.0,0.6,2251.0,2346.0,13922.0,2251.0
148808,MFSD4A,major facilitator superfamily domain containing 4A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5301.0,5301.0
2005,ELK4,ETS transcription factor ELK4,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10573.0,8415.0
85414,SLC45A3,solute carrier family 45 member 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13515.0,8415.0
64710,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1968.0,1968.0
8934,RAB29,"RAB29, member RAS oncogene family",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,22684.0,8415.0
254428,SLC41A1,solute carrier family 41 member 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,22127.0,8415.0
148811,PM20D1,peptidase M20 domain containing 1,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,17400.0,2891.0
115019,SLC26A9,solute carrier family 26 member 9,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21436.0,8415.0
103021296,SLC26A9-AS1,SLC26A9 and RAB7B antisense RNA 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12094.0,8415.0
338382,RAB7B,"RAB7B, member RAS oncogene family",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,19234.0,8415.0
1510,CTSE,cathepsin E,UP,18.0,0.72,7.0,0.7,8284.0,7163.0,21045.0,7163.0
440712,RHEX,regulator of hemoglobinization and erythroid cell expansion,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21427.0,8415.0
553,AVPR1B,arginine vasopressin receptor 1B,UP,8.0,0.32,3.0,0.3,8331.0,7210.0,22619.0,7210.0
729533,FAM72A,family with sequence similarity 72 member A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21755.0,8415.0
23380,SRGAP2,SLIT-ROBO Rho GTPase activating protein 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5278.0,5278.0
9641,IKBKE,inhibitor of nuclear factor kappa B kinase subunit epsilon,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,22702.0,8415.0
102466202,MIR6769B,microRNA 6769b,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
83593,RASSF5,Ras association domain family member 5,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,22004.0,8415.0
1939,EIF2D,eukaryotic translation initiation factor 2D,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9178.0,8415.0
105372876,DYRK3-AS1,DYRK3 antisense RNA 1,UP,20.0,0.8,5.0,0.5,2382.0,2443.0,12105.0,2382.0
8444,DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13155.0,8415.0
9261,MAPKAPK2,MAPK activated protein kinase 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9439.0,8415.0
3586,IL10,interleukin 10,UP,19.0,0.76,7.0,0.7,7608.0,6667.0,18509.0,6667.0
29949,IL19,interleukin 19,DOWN,9.0,0.36,9.0,0.9,827.0,819.0,6856.0,819.0
50604,IL20,interleukin 20,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21962.0,8415.0
11009,IL24,interleukin 24,DOWN,23.0,0.92,10.0,1.0,5510.0,6275.0,7870.0,5510.0
9214,FCMR,Fc mu receptor,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13159.0,8415.0
5284,PIGR,polymeric immunoglobulin receptor,DOWN,16.0,0.64,10.0,1.0,1854.0,1493.0,8690.0,1493.0
83953,FCAMR,Fc alpha and mu receptor,DOWN,1.0,0.04,2.0,0.2,3533.0,3295.0,15422.0,3295.0
55432,YOD1,YOD1 deubiquitinase,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20721.0,8415.0
5208,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,15710.0,8415.0
725,C4BPB,complement component 4 binding protein beta,UP,8.0,0.32,3.0,0.3,8331.0,7210.0,22718.0,7210.0
722,C4BPA,complement component 4 binding protein alpha,UP,18.0,0.72,5.0,0.5,4336.0,3352.0,20834.0,3352.0
1604,CD55,CD55 molecule (Cromer blood group),DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,14204.0,8415.0
1380,CR2,complement C3d receptor 2,UP,15.0,0.6,5.0,0.5,7289.0,5561.0,21413.0,5561.0
1378,CR1,complement C3b/C4b receptor 1 (Knops blood group),DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12700.0,8415.0
1379,CR1L,complement C3b/C4b receptor 1 like,UP,4.0,0.16,0.0,0.0,4034.0,3599.0,16635.0,3599.0
4179,CD46,CD46 molecule,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11018.0,8415.0
100128537,MIR29B2CHG,MIR29B2 and MIR29C host gene,UP,25.0,1.0,8.0,0.8,1508.0,2037.0,9385.0,1508.0
407026,MIR29C,microRNA 29c,UP,5.0,0.2,0.0,0.0,3533.0,2930.0,15405.0,2930.0
407025,MIR29B2,microRNA 29b-2,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
947,CD34,CD34 molecule,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6586.0,6586.0
5362,PLXNA2,plexin A2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,18071.0,8415.0
642587,MIR205HG,MIR205 host gene,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6581.0,6581.0
406988,MIR205,microRNA 205,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7270.0,7270.0
57172,CAMK1G,calcium/calmodulin dependent protein kinase IG,UP,24.0,0.96,8.0,0.8,3793.0,3177.0,13345.0,3177.0
3914,LAMB3,laminin subunit beta 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9480.0,8415.0
100422894,MIR4260,microRNA 4260,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9093.0,8415.0
101930114,HSD11B1-AS1,HSD11B1 antisense RNA 1,UP,23.0,0.92,8.0,0.8,4808.0,4879.0,18629.0,4808.0
50486,G0S2,G0/G1 switch 2,DOWN,24.0,0.96,10.0,1.0,6236.0,7696.0,14394.0,6236.0
3290,HSD11B1,hydroxysteroid 11-beta dehydrogenase 1,UP,25.0,1.0,8.0,0.8,1508.0,2037.0,8239.0,1508.0
80342,TRAF3IP3,TRAF3 interacting protein 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8400.0,8400.0
3664,IRF6,interferon regulatory factor 6,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11580.0,8415.0
27042,UTP25,UTP25 small subunit processome component,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6613.0,6613.0
255928,SYT14,synaptotagmin 14,UP,25.0,1.0,5.0,0.5,292.0,366.0,2813.0,292.0
574036,SERTAD4-AS1,SERTAD4 antisense RNA 1,UP,25.0,1.0,8.0,0.8,1508.0,2037.0,10564.0,1508.0
56256,SERTAD4,SERTA domain containing 4,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3482.0,3482.0
55733,HHAT,hedgehog acyltransferase,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3406.0,3406.0
3756,KCNH1,potassium voltage-gated channel subfamily H member 1,UP,25.0,1.0,8.0,0.8,1508.0,2037.0,16943.0,1508.0
100874296,KCNH1-IT1,KCNH1 intronic transcript 1,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
55758,RCOR3,REST corepressor 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,612.0,612.0
7188,TRAF5,TNF receptor associated factor 5,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6290.0,6290.0
343035,RD3,RD3 regulator of GUCY2D,UP,9.0,0.36,1.0,0.1,3475.0,2770.0,14808.0,2770.0
7779,SLC30A1,solute carrier family 30 member 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7910.0,7910.0
105748977,NTRAS,non-coding transcript regulating alternative splicing,DOWN,1.0,0.04,2.0,0.2,3533.0,3295.0,17640.0,3295.0
4751,NEK2,NIMA related kinase 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21725.0,8415.0
91548,NEK2-DT,NEK2 divergent transcript,UP,10.0,0.4,3.0,0.3,7246.0,5685.0,21786.0,5685.0
9926,LPGAT1,lysophosphatidylglycerol acyltransferase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,18658.0,8415.0
102723727,LPGAT1-AS1,LPGAT1 antisense RNA 1,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
25896,INTS7,integrator complex subunit 7,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21642.0,8415.0
51514,DTL,denticleless E3 ubiquitin protein ligase homolog,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11405.0,8415.0
100131205,RPL21P28,ribosomal protein L21 pseudogene 28,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4125.0,4125.0
100422947,MIR3122,microRNA 3122,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
5525,PPP2R5A,protein phosphatase 2 regulatory subunit B'alpha,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21426.0,8415.0
692157,SNORA16B,"small nucleolar RNA, H/ACA box 16B",UP,3.0,0.12,0.0,0.0,4480.0,5128.0,17148.0,4480.0
55248,PACC1,proton activated chloride channel 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10084.0,8415.0
29937,NENF,neudesin neurotrophic factor,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5363.0,5363.0
467,ATF3,activating transcription factor 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9481.0,8415.0
149647,GARIN4,golgi associated RAB2 interactor family member 4,DOWN,5.0,0.2,2.0,0.2,8415.0,7513.0,21654.0,7513.0
55509,BATF3,basic leucine zipper ATF-like transcription factor 3,UP,23.0,0.92,9.0,0.9,7952.0,7419.0,21064.0,7419.0
25936,NSL1,NSL1 component of MIS12 kinetochore complex,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3675.0,3675.0
128387,TATDN3,TatD DNase domain containing 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4341.0,4341.0
149643,SPATA45,spermatogenesis associated 45,UP,6.0,0.24,1.0,0.1,5109.0,5020.0,17465.0,5020.0
642946,FLVCR1-DT,FLVCR1 divergent transcript,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,13185.0,2891.0
28982,FLVCR1,FLVCR heme transporter 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3454.0,3454.0
79805,VASH2,vasohibin 2,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,170.0,170.0
90806,ANGEL2,angel homolog 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2032.0,2032.0
26750,RPS6KC1,ribosomal protein S6 kinase C1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9195.0,8415.0
100505832,PROX1-AS1,PROX1 antisense RNA 1,UP,22.0,0.88,3.0,0.3,451.0,483.0,6513.0,451.0
5629,PROX1,prospero homeobox 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2973.0,2973.0
56950,SMYD2,SET and MYND domain containing 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,22727.0,8415.0
5784,PTPN14,protein tyrosine phosphatase non-receptor type 14,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5284.0,5284.0
1063,CENPF,centromere protein F,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10386.0,8415.0
3776,KCNK2,potassium two pore domain channel subfamily K member 2,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,1660.0,1660.0
51133,KCTD3,potassium channel tetramerization domain containing 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2442.0,2442.0
7399,USH2A,usherin,UP,22.0,0.88,6.0,0.6,2251.0,2346.0,11470.0,2251.0
102723833,USH2A-AS2,USH2A antisense RNA 2,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
105372918,USH2A-AS1,USH2A antisense RNA 1,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
2104,ESRRG,estrogen related receptor gamma,UP,23.0,0.92,4.0,0.4,600.0,577.0,6904.0,577.0
55105,GPATCH2,G-patch domain containing 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7142.0,7142.0
128153,SPATA17,spermatogenesis associated 17,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,374.0,374.0
103752555,SPATA17-AS1,SPATA17 antisense RNA 1,UP,16.0,0.64,1.0,0.1,827.0,823.0,11334.0,823.0
51018,RRP15,ribosomal RNA processing 15 homolog,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6774.0,6774.0
728463,TGFB2-AS1,TGFB2 antisense RNA 1 (head to head),DOWN,5.0,0.2,2.0,0.2,8415.0,7513.0,21264.0,7513.0
7042,TGFB2,transforming growth factor beta 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2782.0,2782.0
103611157,TGFB2-OT1,TGFB2 overlapping transcript 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1750.0,1750.0
643723,LYPLAL1-DT,LYPLAL1 divergent transcript,DOWN,8.0,0.32,5.0,0.5,4953.0,3823.0,17964.0,3823.0
127018,LYPLAL1,lysophospholipase like 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20997.0,8415.0
102723886,LYPLAL1-AS1,LYPLAL1 antisense RNA 1,UP,21.0,0.84,4.0,0.4,1202.0,1071.0,11944.0,1071.0
643136,ZC3H11B,zinc finger CCCH-type containing 11B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1744.0,1744.0
55532,SLC30A10,solute carrier family 30 member 10,UP,22.0,0.88,5.0,0.5,1340.0,1429.0,15231.0,1340.0
2058,EPRS1,glutamyl-prolyl-tRNA synthetase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,14261.0,8415.0
10380,BPNT1,"3'(2'), 5'-bisphosphate nucleotidase 1",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21821.0,8415.0
55699,IARS2,"isoleucyl-tRNA synthetase 2, mitochondrial",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12369.0,8415.0
406997,MIR215,microRNA 215,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
406969,MIR194-1,microRNA 194-1,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
25782,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11194.0,8415.0
100302234,MIR664A,microRNA 664a,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
677818,SNORA36B,"small nucleolar RNA, H/ACA box 36B",DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
6791,AURKAP1,aurora kinase A pseudogene 1,UP,24.0,0.96,7.0,0.7,1902.0,1854.0,13290.0,1854.0
4139,MARK1,microtubule affinity regulating kinase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10929.0,8415.0
54996,MTARC2,mitochondrial amidoxime reducing component 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4023.0,4023.0
64757,MTARC1,mitochondrial amidoxime reducing component 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13835.0,8415.0
106481171,RNU6ATAC35P,"RNA, U6atac small nuclear 35, pseudogene",UP,4.0,0.16,1.0,0.1,7453.0,6840.0,23093.0,6840.0
100873924,HLX-AS1,HLX antisense RNA 1,UP,12.0,0.48,1.0,0.1,2009.0,1574.0,12714.0,1574.0
3142,HLX,H2.0 like homeobox,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11237.0,8415.0
11221,DUSP10,dual specificity phosphatase 10,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1266.0,1266.0
100189378,TRT-TGT2-1,tRNA-Thr (anticodon TGT) 2-1,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
79802,HHIPL2,HHIP like 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12689.0,8415.0
9015,TAF1A,"TATA-box binding protein associated factor, RNA polymerase I subunit A",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,18426.0,8415.0
100506161,TAF1A-AS1,TAF1A antisense RNA 1,UP,19.0,0.76,6.0,0.6,4998.0,4692.0,20570.0,4692.0
375056,MIA3,MIA SH3 domain ER export factor 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3524.0,3524.0
64853,AIDA,"axin interactor, dorsalization associated",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,19656.0,8415.0
148362,BROX,BRO1 domain and CAAX motif containing,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,14056.0,8415.0
400823,FAM177B,family with sequence similarity 177 member B,DOWN,19.0,0.76,8.0,0.8,7813.0,7057.0,18455.0,7057.0
84976,DISP1,dispatched RND transporter family member 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1153.0,1153.0
7100,TLR5,toll like receptor 5,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4881.0,4881.0
55061,SUSD4,sushi domain containing 4,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11543.0,8415.0
164127,CCDC185,coiled-coil domain containing 185,DOWN,3.0,0.12,3.0,0.3,4314.0,3507.0,15353.0,3507.0
388743,CAPN8,calpain 8,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,4056.0,2891.0
824,CAPN2,calpain 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20868.0,8415.0
7159,TP53BP2,tumor protein p53 binding protein 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1755.0,1755.0
441124,GTF2IP20,general transcription factor IIi pseudogene 20,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9183.0,8415.0
100287497,SEPTIN7P13,septin 7 pseudogene 13,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5947.0,5947.0
23219,FBXO28,F-box protein 28,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,17624.0,8415.0
8560,DEGS1,"delta 4-desaturase, sphingolipid 1",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13300.0,8415.0
4931,NVL,nuclear VCP like,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7901.0,7901.0
100313769,MIR320B2,microRNA 320b-2,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
29097,CNIH4,cornichon family AMPA receptor auxiliary protein 4,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9331.0,8415.0
80232,WDR26,WD repeat domain 26,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13132.0,8415.0
100616468,MIR4742,microRNA 4742,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
149111,CNIH3,cornichon family AMPA receptor auxiliary protein 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2613.0,2613.0
102723817,CNIH3-AS2,CNIH3 antisense RNA 2,UP,21.0,0.84,4.0,0.4,1202.0,1071.0,7487.0,1071.0
105373106,CNIH3-AS1,CNIH3 antisense RNA 1,UP,16.0,0.64,2.0,0.2,1424.0,1384.0,11827.0,1384.0
127602,DNAH14,dynein axonemal heavy chain 14,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,308.0,308.0
3930,LBR,lamin B receptor,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6196.0,6196.0
55740,ENAH,ENAH actin regulator,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,22722.0,8415.0
6726,SRP9,signal recognition particle 9,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4552.0,4552.0
2052,EPHX1,epoxide hydrolase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2031.0,2031.0
9725,TMEM63A,transmembrane protein 63A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,581.0,581.0
10637,LEFTY1,left-right determination factor 1,UP,18.0,0.72,2.0,0.2,1054.0,868.0,9768.0,868.0
29920,PYCR2,pyrroline-5-carboxylate reductase 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3458.0,3458.0
102466270,MIR6741,microRNA 6741,UP,4.0,0.16,1.0,0.1,7453.0,6840.0,21109.0,6840.0
7044,LEFTY2,left-right determination factor 2,UP,17.0,0.68,0.0,0.0,402.0,269.0,8090.0,269.0
163859,SDE2,SDE2 telomere maintenance homolog,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7729.0,7729.0
3020,H3-3A,H3.3 histone A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2077.0,2077.0
64746,ACBD3,acyl-CoA binding domain containing 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,16288.0,8415.0
107985353,ACBD3-AS1,ACBD3 antisense RNA 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,18708.0,8415.0
83881,MIXL1,Mix paired-like homeobox,UP,24.0,0.96,4.0,0.4,369.0,422.0,6203.0,369.0
286826,LIN9,lin-9 DREAM MuvB core complex component,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9877.0,8415.0
142,PARP1,poly(ADP-ribose) polymerase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4688.0,4688.0
375057,STUM,"stum, mechanosensory transduction mediator homolog",UP,25.0,1.0,9.0,0.9,2891.0,4101.0,4806.0,2891.0
3707,ITPKB,inositol-trisphosphate 3-kinase B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10099.0,8415.0
100506443,ITPKB-IT1,ITPKB intronic transcript 1,DOWN,2.0,0.08,2.0,0.2,4808.0,4955.0,16593.0,4808.0
5664,PSEN2,presenilin 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20708.0,8415.0
56997,COQ8A,coenzyme Q8A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4347.0,4347.0
8476,CDC42BPA,CDC42 binding protein kinase alpha,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9091.0,8415.0
339500,ZNF678,zinc finger protein 678,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1705.0,1705.0
401983,ZNF847P,"zinc finger protein 847, pseudogene",UP,2.0,0.08,0.0,0.0,5213.0,6275.0,18265.0,5213.0
116841,SNAP47,synaptosome associated protein 47,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4431.0,4431.0
65094,JMJD4,jumonji domain containing 4,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11165.0,8415.0
339501,PRSS38,serine protease 38,UP,7.0,0.28,0.0,0.0,2299.0,1963.0,13981.0,1963.0
7483,WNT9A,Wnt family member 9A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9521.0,8415.0
100847072,MIR5008,microRNA 5008,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
89780,WNT3A,Wnt family member 3A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,14532.0,8415.0
375,ARF1,ADP ribosylation factor 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11117.0,8415.0
100500810,MIR3620,microRNA 3620,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
128308,MRPL55,mitochondrial ribosomal protein L55,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,19072.0,8415.0
2987,GUK1,guanylate kinase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9999.0,8415.0
57165,GJC2,gap junction protein gamma 2,UP,25.0,1.0,8.0,0.8,1508.0,2037.0,3867.0,1508.0
574432,IBA57-DT,IBA57 divergent transcript,DOWN,13.0,0.52,6.0,0.6,7565.0,5858.0,21368.0,5858.0
200205,IBA57,iron-sulfur cluster assembly factor IBA57,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10944.0,8415.0
574407,OBSCN-AS1,OBSCN antisense RNA 1,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,7890.0,2891.0
84033,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2688.0,2688.0
81559,TRIM11,tripartite motif containing 11,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20561.0,8415.0
102465444,MIR6742,microRNA 6742,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
51127,TRIM17,tripartite motif containing 17,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20368.0,8415.0
8290,H3-4,"H3.4 histone, cluster member",UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
92815,H2AC25,H2A clustered histone 25,UP,24.0,0.96,9.0,0.9,6085.0,6124.0,20755.0,6085.0
128312,H2BC26,H2B clustered histone 26,DOWN,5.0,0.2,8.0,0.8,577.0,511.0,12977.0,511.0
100616308,MIR4666A,microRNA 4666a,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
149603,RNF187,ring finger protein 187,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20857.0,8415.0
100129094,BTNL10P,"butyrophilin like 10, pseudogene",UP,18.0,0.72,6.0,0.6,6048.0,5374.0,17592.0,5374.0
100169751,RNA5S1,"RNA, 5S ribosomal 1",DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
100169753,RNA5S2,"RNA, 5S ribosomal 2",DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
