Protein ID,Protein names,Gene names,dirsign,BCC count,BCC proportion,BCC mean,BCC std,SCC count,SCC proportion,SCC mean,SCC std,ratio,Proportion_Test STAT,Proportion_Test Pvalue,HG_Test Pvalue,Wilcoxon STAT,Wilcoxon Pvalue
O00410, Importin-5,IPO5,UP,36.0,0.6,34829930.166666664,81159932.57014902,34.0,0.5396825396825397,19179417.936507937,51918364.87385905,1.8160055890105,0.675234382217015,0.4995268656457048,0.31113143551456124,0.7134326703447267,0.4755780627493654
P62851, 40S ribosomal protein S25,RPS25,UP,40.0,0.6666666666666666,45386000.0,98651667.12840353,39.0,0.6190476190476191,50128172.85714286,124152679.55045167,0.9053990483423905,0.5507306879465335,0.5818183044300536,0.35872462077089057,0.16697360369770198,0.8673908185228577
P62266, 40S ribosomal protein S23,RPS23,UP,42.0,0.7,106429045.33333333,174745605.16709727,43.0,0.6825396825396826,49770382.6984127,107520435.8306348,2.138401184862249,0.2094832630677883,0.8340709996814893,0.4945546490003655,1.3459084419269312,0.1783320459625808
P51693, Amyloid-like protein 1,APLP1,UP,28.0,0.4666666666666667,226510423.33333334,443983390.36835617,16.0,0.25396825396825395,31200809.523809522,95236272.85962656,7.259761102047106,2.4599304061611864,0.013896395963086236,0.011344408051585035,2.570381535710079,0.010158656435396608
O60716, Catenin delta-1,CTNND1,UP,27.0,0.45,20843663.833333332,51836773.700437665,16.0,0.25396825396825395,4158786.507936508,10559718.459669117,5.011958126139882,2.2790069127375743,0.02266665437964242,0.018088046140683555,2.071990627703302,0.038266315247307066
P16435, NADPH--cytochrome P450 reductase,POR,UP,20.0,0.3333333333333333,2773851.6666666665,7911859.948088307,17.0,0.2698412698412698,4882610.158730159,22941225.48898806,0.5681083634553508,0.7674813129788579,0.44279539954078573,0.2840837677378839,0.6324757715822045,0.5270760354119082
Q9NZM1, Myoferlin,MYOF,UP,37.0,0.6166666666666667,13386894.333333334,40502767.1672965,34.0,0.5396825396825397,9995473.015873017,27233435.120526727,1.339295730384611,0.8639105917871798,0.3876370078777013,0.2479666835065814,0.2251613746832648,0.8218537364667571
P22307, Non-specific lipid-transfer protein,SCP2,UP,36.0,0.6,29563370.833333332,68058750.02206813,35.0,0.5555555555555556,26831252.063492063,49657383.25709316,1.1018259887155513,0.4987525065987833,0.6179537495739069,0.3761008947227692,0.1264951543164409,0.8993399845325687
Q07955, Serine/arginine-rich splicing factor 1,SRSF1,UP,38.0,0.6333333333333333,53427310.333333336,137134705.17431623,18.0,0.2857142857142857,4731847.936507937,13295929.656788945,11.291003229651992,3.8696403788453013,0.00010899600855225077,9.93874911012192e-05,3.587402576414264,0.0003339884600741723
Q15392, Delta(24)-sterol reductase,DHCR24,UP,7.0,0.11666666666666667,893300.1666666666,3884581.8235002216,7.0,0.1111111111111111,433601.2698412698,1767608.701285972,2.060188077847789,0.09697252046209105,0.9227482170723111,0.5731062773764332,0.07589709258986455,0.9395009699667444
Q96QK1, Vacuolar protein sorting-associated protein 35,VPS35,UP,38.0,0.6333333333333333,38395721.666666664,96446049.12818134,30.0,0.47619047619047616,26080483.492063493,71882276.2434269,1.4722012986588529,1.7520935856206736,0.07975771705899137,0.0579166646911073,1.2902505740276973,0.19696367173141816
P10768, S-formylglutathione hydrolase,ESD,UP,52.0,0.8666666666666667,336177838.3333333,524273186.05683404,49.0,0.7777777777777778,205372785.07936507,353274095.1015055,1.6369152232289172,1.285801434333021,0.19851236952960705,0.1467157144841554,1.1232769703299952,0.26131988151763985
P38159," RNA-binding motif protein, X chromosome",RBMX,UP,49.0,0.8166666666666667,149641346.66666666,245021383.3199118,46.0,0.7301587301587301,125261182.22222222,240746224.8399527,1.1946346347042476,1.1437038686675658,0.25274646844695703,0.17667806117650778,1.029670556135829,0.3031646818340392
P31040," Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,UP,43.0,0.7166666666666667,39340769.666666664,73659750.79346474,39.0,0.6190476190476191,29126918.095238097,57693078.21304316,1.35066708870577,1.147979591655332,0.2509769889063531,0.1694210648250969,0.6274159654095468,0.5303866050877459
Q9Y3I0, RNA-splicing ligase RtcB homolog,RTCB,UP,41.0,0.6833333333333333,63683642.333333336,127128972.92095207,34.0,0.5396825396825397,33081517.301587302,94894984.71567325,1.9250520389606698,1.6325076873345348,0.10257258038304307,0.0736391463730149,1.5457707857469078,0.12215993489025265
O43488, Aflatoxin B1 aldehyde reductase member 2,AKR7A2,UP,41.0,0.6833333333333333,121384209.0,198468311.95730194,29.0,0.4603174603174603,32694188.888888888,87740816.32000619,3.7127151070339703,2.4965902816181744,0.012539374473863907,0.010094558449383442,3.0966013776664734,0.0019575291385219426
P05164, Myeloperoxidase,MPO,UP,55.0,0.9166666666666666,217779702.5,361653695.42870957,54.0,0.8571428571428571,706276105.8730159,1324286762.2370608,0.30834924286558757,1.0389912906652603,0.29880878679800815,0.22596169246409406,-1.7329836141352404,0.08309858125094438
Q92499, ATP-dependent RNA helicase DDX1,DDX1,UP,36.0,0.6,41864803.0,95293645.0431357,24.0,0.38095238095238093,9070018.476190476,21689517.593560707,4.615735139889562,2.4293556156896816,0.015125688170751788,0.012067253609203356,2.4641256060842687,0.013734797007536898
P22087, rRNA 2-O-methyltransferase fibrillarin,FBL,UP,35.0,0.5833333333333334,30276197.166666668,107127907.25457878,30.0,0.47619047619047616,10645308.095238095,32537376.417396728,2.844088390472223,1.18984668211582,0.23410665775766926,0.15645414003138208,1.4293952437757822,0.1528906646768396
P60900, Proteasome subunit alpha type-6,PSMA6,UP,44.0,0.7333333333333333,160122968.16666666,291644841.33073527,29.0,0.4603174603174603,59187665.07936508,129724292.78894207,2.70534355345758,3.081342122505962,0.0020606972464079485,0.0017667574270180278,2.762654170271069,0.005733347798460944
P55060, Exportin-2,CSE1L,UP,53.0,0.8833333333333333,109143364.33333333,217395294.4948935,43.0,0.6825396825396826,65806485.396825396,185055440.50288945,1.65855027320147,2.6892484878592495,0.00716130895169668,0.00616241976634614,2.628569306695642,0.008574488105310847
O75533, Splicing factor 3B subunit 1,SF3B1,UP,29.0,0.48333333333333334,14385162.0,35898245.371656574,28.0,0.4444444444444444,13109261.42857143,31558153.078374937,1.0973281811779079,0.43232922556424586,0.6655021489050267,0.4007581739673066,0.25046040554655297,0.8022313208454677
P04217, Alpha-1B-glycoprotein,A1BG,UP,51.0,0.85,664542850.0,916801938.6341481,52.0,0.8253968253968254,744754759.5238096,1151915108.1042416,0.8922975536603533,0.36962045232843005,0.7116653099445107,0.4508775481220326,0.10878583271213918,0.9133723609816427
Q99613, Eukaryotic translation initiation factor 3 subunit C; Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C,UP,46.0,0.7666666666666667,26573468.333333332,53238289.10382148,45.0,0.7142857142857143,32782429.365079366,81058454.12303607,0.8106009483738879,0.6618752793391778,0.5080511559425462,0.3245339086224947,0.4351433308485567,0.6634583931482966
O00567, Nucleolar protein 56,NOP56,UP,28.0,0.4666666666666667,12612041.166666666,37146279.213339485,25.0,0.3968253968253968,3986425.238095238,14607337.346696023,3.1637470699670818,0.7818503373039124,0.43430253421212217,0.2744060373437141,0.931004335769005,0.35185132136750397
P51648, Aldehyde dehydrogenase family 3 member A2,ALDH3A2,UP,27.0,0.45,6665991.333333333,15543768.37213384,11.0,0.1746031746031746,1289653.3333333333,5733097.584729267,5.168824180141393,3.3041223765692185,0.0009527423342969276,0.0008574611234969463,2.833491456688276,0.004604253868476595
P54727, UV excision repair protein RAD23 homolog B,RAD23B,UP,55.0,0.9166666666666666,363319156.8333333,506860135.7994249,55.0,0.873015873015873,361304838.5714286,751235761.8626442,1.005575121190929,0.7870867134601455,0.431231106641804,0.3120754196752968,0.5059806172657636,0.612870256582406
P00751, Complement factor B,CFB,UP,42.0,0.7,538319700.6666666,823547811.6693642,28.0,0.4444444444444444,234288309.52380952,515513491.8438565,2.297680587481297,2.860861461498405,0.004224916286661884,0.0035471423751202336,2.8031326196523305,0.005060885403441214
P02652, Apolipoprotein A-II,APOA2,UP,44.0,0.7333333333333333,1668070348.3333333,2917109999.974776,33.0,0.5238095238095238,700589139.0476191,1551851985.0496414,2.380953764999709,2.4005323278317645,0.01637124461073106,0.013100820164844793,2.408467738185035,0.01601964209010686
O00515, Ladinin-1,LAD1,DOWN,40.0,0.6666666666666666,21615918.5,54330434.00549235,45.0,0.7142857142857143,97298273.17460318,189385765.5679245,0.22216137856023316,-0.5713179901848799,0.5677841090172829,0.3533648739495769,-1.9834440196817933,0.04731785423594333
P14868," Aspartate--tRNA ligase, cytoplasmic",DARS1,DOWN,44.0,0.7333333333333333,83321530.0,135007360.51439232,49.0,0.7777777777777778,73918104.76190476,149810466.98037666,1.1272141009078127,-0.5737382915930784,0.5661449122783999,0.35795745662420925,0.3238275950500887,0.7460685631287516
Q9NR19," Acetyl-coenzyme A synthetase, cytoplasmic",ACSS2,UP,18.0,0.3,6186604.666666667,23179107.997572977,16.0,0.25396825396825395,3880196.507936508,17973905.62270948,1.5944049879980675,0.5705864345014593,0.5682800161901547,0.3560287937324303,0.5464590666470247,0.5847504176448893
O15020," Spectrin beta chain, non-erythrocytic 2",SPTBN2,DOWN,44.0,0.7333333333333333,167642447.33333334,368547004.20552194,47.0,0.746031746031746,106091117.77777778,169947314.14777654,1.5801742016186797,-0.16045461317313472,0.8725229717621749,0.5176443386217437,0.040478449381261085,0.9677116878602217
Q99623, Prohibitin-2,PHB2,UP,33.0,0.55,23725510.666666668,64184141.293469705,31.0,0.49206349206349204,11382673.968253968,24981423.442445714,2.084353002891639,0.6428871983154356,0.5202972966820129,0.32202810416186145,0.6172963530642316,0.5370392718820179
P22105, Tenascin-X,TNXB,UP,42.0,0.7,22685994.166666668,42078603.95174513,33.0,0.5238095238095238,8097331.428571428,17148017.593569003,2.801663037605096,2.0023022463440134,0.045252234568014894,0.034260466302562013,2.818312038170303,0.0048276867615345215
P00403, Cytochrome c oxidase subunit 2,MT-CO2,UP,44.0,0.7333333333333333,18812704.333333332,43128837.69498055,35.0,0.5555555555555556,78182042.6984127,381504563.9376479,0.24062692255181092,2.0560612350003935,0.039776614170413845,0.030516365092714208,0.7893297629345912,0.42991929545569463
P50502, Hsc70-interacting protein,ST13,UP,51.0,0.85,133537173.66666667,193562102.89939106,48.0,0.7619047619047619,91428500.47619048,174114291.73720148,1.4605639704376643,1.2323318444687599,0.21782514894979033,0.15755105129748867,1.6874453585813216,0.09151774828086226
P01860, Immunoglobulin heavy constant gamma 3,IGHG3,UP,42.0,0.7,537588315.0,823415872.8467884,28.0,0.4444444444444444,291838492.06349206,580887773.288271,1.842074742090714,2.860861461498405,0.004224916286661884,0.0035471423751202336,2.281972583868594,0.02249095893330269
P27695, DNA-(apurinic or apyrimidinic site) lyase,APEX1,UP,47.0,0.7833333333333333,101889115.0,205348831.9779685,40.0,0.6349206349206349,28444907.14285714,67679925.90711592,3.581980932062404,1.8082506936439084,0.07056749199918223,0.05323855220917117,2.527373183242489,0.011491931883347864
P15104, Glutamine synthetase,GLUL,DOWN,45.0,0.75,45931066.666666664,86382928.3224289,48.0,0.7619047619047619,181998426.98412699,355250290.4724477,0.2523706793942376,-0.15367989953385952,0.8778621343358659,0.5220752899420358,-1.7481630326532132,0.0804358008224577
P50914, 60S ribosomal protein L14,RPL14,UP,48.0,0.8,46285456.5,89005612.66787037,45.0,0.7142857142857143,35490750.952380955,65828262.707304515,1.3041554562230206,1.1064952766437928,0.2685122073065569,0.1851569639219437,0.6476551901001774,0.5172079926158155
P53618, Coatomer subunit beta,COPB1,UP,41.0,0.6833333333333333,45136574.0,100247244.46802291,38.0,0.6031746031746031,32355526.984126985,73448687.54299155,1.395018972249877,0.9270633247099997,0.35389365672106055,0.2301532530399978,0.2656398240645259,0.7905166119751122
P00918, Carbonic anhydrase 2,CA2,UP,53.0,0.8833333333333333,1460886096.6666667,2476325699.974868,54.0,0.8571428571428571,2671205423.8095236,4706323355.054791,0.5469014414410828,0.43160848135190777,0.6660259931464817,0.4359791158614461,-1.1511059042796121,0.24968866928731293
Q15029, 116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,UP,24.0,0.4,8852452.5,22692855.811064973,23.0,0.36507936507936506,4811262.857142857,16312048.282858962,1.8399436411705352,0.3984050749468453,0.6903316176271277,0.4156837413540075,0.4503227493665296,0.6524777377813394
Q13151, Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0,UP,45.0,0.75,99263068.83333333,178967522.71376953,46.0,0.7301587301587301,54666013.015873015,119468275.26171206,1.8158095561955643,0.2507103330830222,0.8020380711420068,0.48235566137825614,1.474933499329701,0.1402304229655969
O75131, Copine-3,CPNE3,UP,48.0,0.8,34909153.0,61510106.33336973,46.0,0.7301587301587301,35734466.34920635,57015792.55347049,0.9769042766403397,0.9121109235514979,0.361710328572203,0.24245129703673485,-0.2529903086328818,0.800275702239109
P04844, Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,UP,43.0,0.7166666666666667,53921260.833333336,141707075.74370387,42.0,0.6666666666666666,43855659.68253968,93937068.00963524,1.2295165828916053,0.5998838896941238,0.5485836198166114,0.34319836469816517,0.3516565289997057,0.7250958655068208
P05386, 60S acidic ribosomal protein P1,RPLP1,UP,26.0,0.43333333333333335,36848911.166666664,85063236.89885695,24.0,0.38095238095238093,8823747.46031746,16748346.866962668,4.176106731565601,0.5911877328063769,0.5543946412046968,0.3418150079387569,1.0524396839127883,0.29259786980078606
P17931, Galectin-3,LGALS3,DOWN,51.0,0.85,247317477.5,410187232.41896534,54.0,0.8571428571428571,421937984.1269841,810047611.6413705,0.5861465115820639,-0.11203133672398617,0.910798559855431,0.5561246441354308,-0.7007831549130826,0.4834383521281824
P00450, Ceruloplasmin,CP,UP,54.0,0.9,845397912.5,1034990435.998506,53.0,0.8412698412698413,1241651368.8888888,1892833074.7214575,0.6808657677045994,0.9678493218194291,0.3331196272239886,0.24285964607077765,-0.14673437900707145,0.8833416817758857
Q86UP2, Kinectin,KTN1,UP,51.0,0.85,80311780.33333333,227759850.9462102,48.0,0.7619047619047619,31975800.95238095,88177006.96794334,2.5116424902986894,1.2323318444687599,0.21782514894979033,0.15755105129748867,1.555890398092223,0.11973415703601631
P29373, Cellular retinoic acid-binding protein 2,CRABP2,DOWN,49.0,0.8166666666666667,204832349.83333334,376243775.958539,52.0,0.8253968253968254,296698052.2222222,659775947.2151203,0.6903730856983082,-0.12628406944342124,0.8995070660418596,0.5428113129667493,-0.4477928462802008,0.6543027067396829
Q6ZRV2, Protein FAM83H,FAM83H,UP,23.0,0.38333333333333336,4694216.333333333,12712653.146536717,21.0,0.3333333333333333,7437596.19047619,21020027.516154293,0.6311469745217212,0.5782672223438614,0.563083720339818,0.34821248338130967,0.23781089011490888,0.8120277718630164
P60903, Protein S100-A10,S100A10,UP,48.0,0.8,217499194.83333334,383764169.9320262,48.0,0.7619047619047619,354703723.6507937,695513668.0072749,0.6131855414279823,0.5102131518468154,0.6099021391908641,0.385593050458992,0.08601670493517981,0.9314531378251152
P06737," Glycogen phosphorylase, liver form",PYGL,UP,46.0,0.7666666666666667,63371083.666666664,146600996.43353006,48.0,0.7619047619047619,145373496.19047618,248474349.65114546,0.43591910029895997,0.06218938115123965,0.9504120187361369,0.5599836267168773,-1.6596164246317047,0.09699164201020054
O43776," Asparagine--tRNA ligase, cytoplasmic",NARS1,UP,36.0,0.6,51773376.666666664,110518869.49619225,30.0,0.47619047619047616,28574705.23809524,85925819.3051354,1.8118603931439121,1.376395085469843,0.168699348689494,0.11587233951858734,1.3863868913081923,0.16562879704264444
P60953, Cell division control protein 42 homolog,CDC42,DOWN,48.0,0.8,252798742.16666666,412315087.72859377,51.0,0.8095238095238095,185841442.85714287,314359967.3295182,1.3602926143927658,-0.13322506426689246,0.8940153891123649,0.5370460632710364,0.5818777098556281,0.560649055602829
P46778, 60S ribosomal protein L21,RPL21,UP,35.0,0.5833333333333334,24532463.333333332,55312259.13490148,31.0,0.49206349206349204,23501622.222222224,65257705.29668775,1.0438625513321533,1.0146502232630261,0.3102725896807107,0.20227230190066647,0.8905258863877439,0.37318357493676424
P46776, 60S ribosomal protein L27a,RPL27A,UP,32.0,0.5333333333333333,18892987.0,41548436.469762385,33.0,0.5238095238095238,19016690.95238095,50484342.26126206,0.9934949801366219,0.10576414952140578,0.9157694817408278,0.529871226865523,0.21757166542427836,0.8277628633297981
Q16531, DNA damage-binding protein 1,DDB1,UP,43.0,0.7166666666666667,79180480.5,136479607.31821513,43.0,0.6825396825396826,49305593.333333336,112082411.5185093,1.6059127402584072,0.4125212057261361,0.6799574410083029,0.41489344673604966,1.2295328999558055,0.21887207044617296
P61254, 60S ribosomal protein L26,RPL26,UP,45.0,0.75,55045092.166666664,135661986.71948907,37.0,0.5873015873015873,41736827.3015873,114635971.65652868,1.3188614402555037,1.9132993194255532,0.05570974481916498,0.04213618236008888,1.3408486357542735,0.179969601711643
Q9H0W7, THAP domain-containing protein 2,THAP2,UP,29.0,0.48333333333333334,50344098.0,77177560.88335845,22.0,0.3492063492063492,43761042.85714286,132997913.44047318,1.1504318616068496,1.509257278233784,0.13123304774165348,0.09230413130453642,1.5761296227828536,0.1149959334383514
P02766, Transthyretin,TTR,UP,53.0,0.8833333333333333,2436705850.0,3934964842.026271,51.0,0.8095238095238095,3289050466.6666665,7286463210.09351,0.7408538952792394,1.1321849796850363,0.2575566735763801,0.18905293801357756,0.2631099209781971,0.792465857444476
P62263, 40S ribosomal protein S14,RPS14,UP,38.0,0.6333333333333333,69587278.83333333,139124171.02829376,17.0,0.2698412698412698,15348264.285714285,39238533.62945909,4.533885886894916,4.052822536435699,5.0603388105081184e-05,4.6306262121943475e-05,3.572223157896291,0.00035396358484034374
Q16836," Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,UP,41.0,0.6833333333333333,26199904.0,56165554.691696644,28.0,0.4444444444444444,11434165.555555556,35539793.944388,2.2913700062065434,2.668535476405591,0.007618273257555087,0.006259643320172132,2.8461409721199202,0.0044252599431771475
Q07666," KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,UP,41.0,0.6833333333333333,36483173.5,69027792.73501,42.0,0.6666666666666666,23884924.126984127,50354159.51759967,1.527456118597543,0.1972323563963043,0.8436457111551336,0.49835027099060636,0.9790724944092526,0.3275441610929828
Q9P2J5," Leucine--tRNA ligase, cytoplasmic",LARS1,UP,30.0,0.5,35093188.333333336,71955950.74055628,18.0,0.2857142857142857,18731579.206349205,65141805.10153102,1.873477294505859,2.4352324617697474,0.01488222538690454,0.012021344345707114,2.3325706455951702,0.01967069109161238
P52566, Rho GDP-dissociation inhibitor 2,ARHGDIB,UP,53.0,0.8833333333333333,478408234.6666667,681232678.3109751,51.0,0.8095238095238095,583739056.1904762,1109932286.9665847,0.8195583790277694,1.1321849796850363,0.2575566735763801,0.18905293801357756,0.31876778887743107,0.7499026057609786
P25788, Proteasome subunit alpha type-3,PSMA3,UP,54.0,0.9,139335907.5,202123240.34310672,53.0,0.8412698412698413,118416552.85714285,176174713.9969562,1.176659040802295,0.9678493218194291,0.3331196272239886,0.24285964607077765,0.37948546294932267,0.7043273973218256
P61353, 60S ribosomal protein L27,RPL27,DOWN,31.0,0.5166666666666667,52979514.166666664,108930736.20811006,36.0,0.5714285714285714,50715213.96825397,143481308.42598873,1.0446473557191351,-0.6096008815989165,0.542126227492964,0.33420412544301376,0.03794854629493227,0.9697287065561033
P62136, Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PPP1CA,UP,41.0,0.6833333333333333,57765390.833333336,104379854.15029739,43.0,0.6825396825396826,46546036.666666664,94860136.5715214,1.2410377976327522,0.00945487875394891,0.9924562106139673,0.5732786606498071,0.3086481765321158,0.7575891692908727
P05090, Apolipoprotein D,APOD,UP,45.0,0.75,175787413.5,265813323.65964165,35.0,0.5555555555555556,101783014.28571428,194416412.5788496,1.7270800509655622,2.2605534154684435,0.02378692520657293,0.01878583497134115,2.4691854122569263,0.013542103125490316
E9PAV3," Nascent polypeptide-associated complex subunit alpha, muscle-specific form",NACA,UP,42.0,0.7,47809711.666666664,94528438.21923836,24.0,0.38095238095238093,13460054.285714285,32496125.100360435,3.551970196539925,3.546864258710749,0.0003898453996464016,0.00034678377770401434,3.4356083912345348,0.0005912249048138829
P22735, Protein-glutamine gamma-glutamyltransferase K,TGM1,UP,55.0,0.9166666666666666,75962547.33333333,160344536.6585775,49.0,0.7777777777777778,140377671.42857143,362470981.492102,0.5411298432314107,2.1304556069342087,0.03313401713335201,0.02869885019178681,-0.3086481765321158,0.7575891692908727
P46783, 40S ribosomal protein S10,RPS10,UP,47.0,0.7833333333333333,69571060.83333333,127762643.32940188,48.0,0.7619047619047619,58466030.31746032,112785573.56230986,1.1899398754383463,0.2833027931561864,0.7769447363314403,0.47324968931877576,0.6704243178771367,0.5025873369126168
P62899, 60S ribosomal protein L31,RPL31,UP,43.0,0.7166666666666667,31783822.666666668,68643645.46035047,35.0,0.5555555555555556,34307160.47619048,90407756.76187924,0.9264486546103098,1.8542589768628204,0.06370211810872192,0.0474264963771358,1.0018416221862119,0.31642009121427506
P09960, Leukotriene A-4 hydrolase,LTA4H,UP,51.0,0.85,379332026.1666667,579961572.5044255,51.0,0.8095238095238095,279873052.9047619,479937266.83081657,1.3553717381135286,0.596332327564051,0.5509532388535946,0.3614697468797748,0.6830738333087809,0.49456018899328924
P54819," Adenylate kinase 2, mitochondrial",AK2,UP,33.0,0.55,54357560.666666664,96439676.40529728,24.0,0.38095238095238093,17712179.04761905,64064633.07211558,3.068936945619552,1.8793086743915173,0.06020235795372664,0.044527792921121655,2.3148613239908684,0.020620522565985
P49591," Serine--tRNA ligase, cytoplasmic",SARS1,UP,35.0,0.5833333333333334,55328861.166666664,136459825.26535022,24.0,0.38095238095238093,13978531.746031746,35917542.40712961,3.9581310950181514,2.2457018571292595,0.024723111152171753,0.01924724078093713,2.486894733861228,0.012886352256728354
P24539," ATP synthase F(0) complex subunit B1, mitochondrial",ATP5PB,UP,38.0,0.6333333333333333,40809329.5,90472302.05080418,39.0,0.6190476190476191,24939994.603174604,60308834.51041157,1.6363006548046877,0.16367265871580158,0.8699888424356906,0.5092142045690092,0.6172963530642316,0.5370392718820179
Q14847, LIM and SH3 domain protein 1,LASP1,UP,54.0,0.9,192043020.66666666,305958657.3961265,54.0,0.8571428571428571,152911817.46031746,260568456.38820994,1.2559069917307355,0.7260460434041762,0.46781054469645766,0.32734941410419516,1.3661476666175618,0.1718926196169145
Q9UHD8, Septin-9,SEPTIN9,UP,45.0,0.75,70969218.83333333,152638697.5157923,43.0,0.6825396825396826,43527668.73015873,107494648.73232958,1.6304392333366877,0.8288414808460404,0.40719411247600334,0.2650149070950179,0.7488513135533301,0.4539468276696361
P02649, Apolipoprotein E,APOE,UP,51.0,0.85,150939459.5,195947515.83215904,47.0,0.746031746031746,189701070.63492063,313820667.63333446,0.7956700454816237,1.432241204827128,0.152074803104825,0.11321107682003012,0.37948546294932267,0.7043273973218256
Q16762, Thiosulfate sulfurtransferase,TST,UP,23.0,0.38333333333333336,3029488.5,5863860.7910183845,23.0,0.36507936507936506,4974068.095238095,14583187.29583411,0.6090564990254683,0.2091372861368589,0.8343410681047237,0.4907857954309908,0.1821530222156749,0.855462638979032
O00264, Membrane-associated progesterone receptor component 1,PGRMC1,UP,27.0,0.45,10725939.333333334,25202545.068224348,17.0,0.2698412698412698,14300390.158730159,72777208.81811465,0.7500452235413531,2.0835977693977212,0.037196770086372406,0.0287985301645459,2.1175288832572208,0.03421498664840315
P00915, Carbonic anhydrase 1,CA1,UP,56.0,0.9333333333333333,6242984398.0,10777873109.423563,55.0,0.873015873015873,7027531966.190476,11128932754.02527,0.8883608680878377,1.126910409006444,0.2597803619757153,0.20608929387689343,-0.04553825555391872,0.9636782829901054
P25789, Proteasome subunit alpha type-4,PSMA4,UP,54.0,0.9,166287309.66666666,309556618.1663305,54.0,0.8571428571428571,133053625.07936507,208832988.19629285,1.2497766187691468,0.7260460434041762,0.46781054469645766,0.32734941410419516,0.4047844938126109,0.6856359277241968
P00387, NADH-cytochrome b5 reductase 3,CYB5R3,UP,43.0,0.7166666666666667,55648281.833333336,125526052.05389707,41.0,0.6507936507936508,35730535.396825396,75878938.93813968,1.5574432684901103,0.7847549365777622,0.4325972659477211,0.2775682447822532,0.9613631728049509,0.33636959441656056
Q15181, Inorganic pyrophosphatase,PPA1,DOWN,45.0,0.75,262412845.0,418219116.22569627,52.0,0.8253968253968254,249187313.4920635,597793447.9497172,1.053074658266492,-1.023714782787232,0.3059700109622301,0.21113418549763366,0.0986662203668239,0.9214032901980105
Q9C0C2, 182 kDa tankyrase-1-binding protein,TNKS1BP1,UP,47.0,0.7833333333333333,47160604.666666664,96615507.8699642,46.0,0.7301587301587301,69435336.66666667,182431255.7812887,0.6792017858726206,0.6864368845845754,0.4924376518773542,0.3173746557253079,0.5489889697333535,0.5830130195317236
P25786, Proteasome subunit alpha type-1,PSMA1,UP,55.0,0.9166666666666666,253525298.33333334,341313264.61076415,57.0,0.9047619047619048,254684353.01587301,399125184.9120946,0.9954490542162697,0.23126707929708545,0.817107320381004,0.5344155183211481,0.42502371850324144,0.6708193844243024
Q9NQC3, Reticulon-4,RTN4,UP,43.0,0.7166666666666667,11189132.5,16886253.1389346,42.0,0.6666666666666666,23553348.73015873,74268434.51909243,0.47505484796193514,0.5998838896941238,0.5485836198166114,0.34319836469816517,0.14420447592074262,0.8853390066161997
Q02790, Peptidyl-prolyl cis-trans isomerase FKBP4,FKBP4,DOWN,42.0,0.7,75458874.16666667,145944757.2812506,45.0,0.7142857142857143,39158184.603174604,89634802.84705807,1.9270268765357705,-0.17405621650048386,0.8618212820593969,0.5093599063934584,0.9107651110783744,0.36241914897493754
P62820, Ras-related protein Rab-1A,RAB1A,UP,48.0,0.8,235478182.33333334,388803204.1317468,49.0,0.7777777777777778,233432783.33333334,427951525.5444878,1.008762261113424,0.3017264622951848,0.762860593888309,0.46828049210450234,0.06071767407189163,0.9515840557763324
P20700, Lamin-B1,LMNB1,UP,54.0,0.9,86063501.66666667,210076817.15400562,53.0,0.8412698412698413,58615349.52380952,138956551.1331521,1.4682758418374307,0.9678493218194291,0.3331196272239886,0.24285964607077765,0.5869375160282858,0.5572456724131187
P35998, 26S proteasome regulatory subunit 7,PSMC2,UP,39.0,0.65,83047543.33333333,143296821.07054153,29.0,0.4603174603174603,28012003.65079365,73740820.32245961,2.9647127127580664,2.1149008432491976,0.03443839931358071,0.026332208409528473,2.6462786282999438,0.008138275257615131
Q1KMD3, Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2,UP,30.0,0.5,35920381.666666664,95651181.2604223,26.0,0.4126984126984127,13984903.333333334,44523697.91779579,2.568511258926588,0.9718274924040714,0.33113637625507797,0.21461083518288612,0.9714827851502661,0.33130792154447253
O75643, U5 small nuclear ribonucleoprotein 200 kDa helicase,SNRNP200,UP,29.0,0.48333333333333334,10311377.833333334,23450163.15678892,27.0,0.42857142857142855,4269926.349206349,11827327.67205078,2.4148842368791406,0.6096008815989177,0.5421262274929631,0.3342041254430137,0.7286120888626996,0.4662389816192535
Q9ULV4, Coronin-1C,CORO1C,UP,42.0,0.7,52500816.666666664,128611499.24575713,44.0,0.6984126984126984,53510829.52380952,118780969.89263159,0.9811250756878388,0.019187032824471383,0.9846919020070508,0.5705948875253941,-0.6223561592368893,0.5337077011858947
P01619, Immunoglobulin kappa variable 3-20,IGKV3-20,UP,53.0,0.8833333333333333,464385941.8333333,605938290.0580987,51.0,0.8095238095238095,734261310.3174603,1179559721.7535186,0.6324532360728016,1.1321849796850363,0.2575566735763801,0.18905293801357756,-0.3035883703594582,0.761441512768783
